,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
738,978-989-760-117-0,Alimentação para desportistas,"Torres, Olga López","Shutterstock Images, fotografia e ilustração","Guerreiro, Inês",N/R,2016/6/1,Alimentação; Saúde; Desporto,15-18 anos;Maiores de 18 anos,Leitura autónoma,Ciências e Tecnologias;Vida Prática,Livro,Português,2018
739,9789892341255,IR$ 2. Blue Ice / Narcocracia,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/2/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
740,9789892341262,IR$ 3. Silicia Inc. / O Corruptor,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
741,9789892341286,IR$ 5. Ligações Romanas / A Sociedade dos Assassinos,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
742,9789892341279,IR$ 4. Corporate America / Guerra Negra,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
743,9789892341309,IR$ 7. O Ouro de Yamashita / Os Sobreviventes de Nanquin,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
744,9789892341293,IR$ 6. O Caminho de Gloria / Em Nome do Presidente,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
745,9789892341316,IR$ 8. Mais-Valias Face À Morte / Opções Face À Guerra,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/3/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
746,9789896579890,O Resgate dos Monges Zombie,"Stevens, Cara J.","Norgren, David","Fortunato, Natalia",N/R,2017/9/1,não se aplica,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
747,9789892341323,IR$ 9: Larry's Paradise/ Kate's Hell,"Desberg, Stephen","Vrancken, Bernard","Moreira, Sara",N/R,2018/4/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
748,9789892339191,Kid Lucky – Statue Squaw,Achdé,Achdé,"Caetano, Paula",N/R,2017/6/1,não se aplica,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura autónoma,Banda Desenhada,Livro,Português,2018
749,9789724751504,Michel Vaillant 6 - Rebelião,"Graton, Philipe e Lapière, Denis","Bourgne, Marc e Benèteau, Benjamin","Caetano, Paula",N/R,2017/6/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
750,9789898513847,Cicatriz,"Neto, Sofia","Neto, Sofia",edição original portuguesa,N/R,2018/6/1,Não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
751,9788416510573,Imperatriz,"Millar, Mark","Immonen, Stuart","Geraldo, Nuno",N/R,2018/1/1,não se aplica,15-18 anos;Maiores de 18 anos,Leitura autónoma,Banda Desenhada,Livro,Português,2018
752,123,blablabla,blablabla,blablabla,blablabla,blablabla,2018/7/10,blablabla,3-5 anos,Pré-leitura,Banda Desenhada,Áudiolivro,Espanhol,2018
2,9789727417429,Einstein - O Homem para Além da Mente,"Isaacson, W.",n. a.,"Pereira, A.",Casa das Letras,2017,Relatividade; Universo; Cosmologia,15-18 anos;Maiores de 18 anos,Leitura fluente,Biografia;Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
3,9789896443955,A invenção da ciência - Nova História dRrevolução Ccientífica,"Wootton, D.",n. a.,"Rosado, P.",Temas e Debates,2017,Invenção; Ciência; Descoberta,Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
4,9789897223129,"Longe da Árvore - Pais, filhos e a busca da identidade","Solomon, A.",n. a.,"Garshagen, D., Araújo, L e Soares, P.",Quetzal Editores,2017,Identidade; Pais; Filhos,Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Ensaio,Livro,Português,2018
6,978-972-0-05015-9,A carne,"Montero, Rosa","Pessoa, Manuel","Pitta, Helena",Porto Editora,2017,Solidão; Amor; Desilusão,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
10,9789897418228,Minuto Verde - Os Conselhos Ambientais da Quercus,Quercus,Jimenéz I.,n. a,Casa das Letras,2017,Ambiente; Ambiental: Resíduos.,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Vida Prática,Livro,Português,2018
11,9789724706917,101 Grandes Experiências com a Ciência,DK,n. a.,"Gaspar, D., Quina, J.",Texto Editores,2017,Ciência; Experiências.,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia,Livro,Português,2018
13,9789897770463,Bem-Vindos a Cerebropólis,"Farinella, M.","Farinella, M., Beaucourt, M.","Marques, A.",Editorial Planeta,2018,"Cérebro, Célula, Tálamo",6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Vida Prática,Livro,Português,2018
15,9789892338361,O cérebro. À descoberta de quem somos.,"Eagleman, D.",n.a.,"Nunes, J.",Lua de Papel,2017,neurociência; cérebro,15-18 anos;Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2018
16,978-989-8349-53-8,Como Ela Morre/Sopro,"Rodrigues, T.",Inexistente,Inexistente,TNDM II/ Bicho-do-Mato,2017,teatro; familia; ponto,15-18 anos;Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Literatura,Livro,Português,2018
17,978-989-671-358-4,Como Fernando Pessoa Pode Mudar a sua Vida: Primeiras Lições,"Pitella, Carlos et  Jerónimo Pizarro",não se aplica,não se aplica,Tinta da China,2017,"Fernando Pessoa, inéditos",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ensaio;Poesia,Livro,Português,2018
18,9789897077241,O Clube dos Cientistas - Levanta Voo,"Maced, M.","Paz, S.",n. a,Booksmile,2018,Cientistas; Experiência; Pensar,9-11 anos;12-14 anos,Leitura mediana,Ciência e Tecnologia,Livro,Português,2018
19,9789898888204,Água - Viva,AE Ponte de Sor,AE Ponte de Sor,n. a,Alfarroba,2018,Água; Albufeira,6-8 anos,Leitura inicial,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2018
20,9789722535151,As Cientistas - 52 Mulheres Intrépidas Que Mudaram o Mundo,"Ignotofsky, R.","Ignotofsky, R.","Ferreira, S.",Bertrand Editora,2018,Cientistas; Neurociência; Oncologia,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia;Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
22,438321/18,Preparação do Ator - No Seu Processo Criador de Vivência das Emoções (Diário de um discípulo),"Stanislávski, K.",Inexistente,"Guerra, N. e Guerra, F.",TNDM II e Bicho-do.Mato,2018,Teatro;Ator; Emoções.,15-18 anos;Maiores de 18 anos,Leitura fluente,Biografia;Cultura e Sociedade;Ensaio,Livro,Português,2018
23,978-989-722-355-2,Putas Assassinas,"Bolaño, R.",não se aplica,não se aplica,Quetzal Editores,2017,Conto; literatura sul-americana,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
24,978-972-27-2551-4,O Essencial Sobre Mário de Sá-Carneiro,"Rocha, Clara",não se aplica,não se aplica,Imprensa Nacional-Casa da Moeda,2017,Mário de Sá-Carneiro; ensaísmo,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ensaio,Livro,Português,2018
25,9789896713881,Teatro Estático,"Pessoa, F.",Inexistente,Inexistente,Tinta da China,2017,teatro; Pessoa;,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura;Poesia,Livro,Português,2018
26,9789897075643,Porque é que e tenho de comer os legumes?,"Waddington, E., Mccurry, C.","Thomas, L.","Figueiredo, R.",Booksmile,2018,Legumes: Saúde; Comportamento,6-8 anos;9-11 anos;Maiores de 18 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2018
28,9789896655051,"Somos os 99%
Para viver num mundo mais justo e sustentável","Grañó, M. Fanjul, G","Carósia, E.","Custódio, R. Tarradellas, À.",Nuvem de Tinta,2018,Sustentável; Clima; Saúde,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2018
60,978-972-0-04940-7,As piores crianças do mundo,"Walliams, David.","Ross, Tony.","Amaral, Rita.",Porto Editora,2017,Piores; crianças; humor.,6-8 anos;9-11 anos,Leitura mediana,Literatura,Livro-álbum,Português,2018
69,978-989-749-100-9,Dez dedos nas mãos e dez dedos nos pés,"Fox, Mem.","Oxenbury, Helen.","Alves, Gabriela Rocha.",Kalandraka,2018,Dedos; mãos; pés,0-2 anos;3-5 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
111,978-989-707-577-3,Franklin e a livraria voadora,"Campbell, Jen","Harnett, Katie","Ferreira, Susana Cardoso.",Fábula,2018,Dragão; Livraria; Livros,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
115,978-989-707-399-1,"Mog, a gata esquecida","Kerr, Judith","Kerr, Judith",20/20 Editora,Booksmile,2017,Mog; Gata; Judith Kerr,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
117,978-989-707-447-9,O Urso e o Piano,"Litchfield, David","Litchfield, David","Gomes, Luísa Costa",Booksmile,2017,Urso; Piano; Amizade,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
118,978-972-21-2844-5,O convidador de pirilampos,Ondjaki,"Gonçalves, António Jorge",---,Caminho,2017,Convidador; pirilampos; Ondjaki,3-5 anos;6-8 anos;9-11 anos,Pré-leitura;Leitura inicial;Leitura mediana,Literatura,Livro-álbum,Português,2018
119,978-972-27-2536-1,Antónia Ferreira — A desenhadora de paisagens,"Cotrim, João Paulo","Lourenço, Pedro",-----,Pato Lógico,2017,Ferreirinha; Douro; Paisagens,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Biografia;Literatura,Livro-álbum,Português,2018
123,9789899958333,Inventário Ilustrado das Aves,"Aladjidi, V.","Tchoukriel, E.","Ramos, E.",Faktoria K de Livros,2016,Aves; Inventário,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
145,9789896575854,A Banheira das Viagens no Tempo,"Nesbo, J.","Dybvig, P.","Andrade, S.",Editorial Planeta,2017,humor;,12-14 anos,Leitura fluente,Literatura,Livro,Português,2018
172,9789897661488,Os Salteadores da Torre de Londres,"Silva, F.","Silva, F.",Não traduzido,Coolbooks,2018,aventura;,9-11 anos;12-14 anos,Leitura mediana,Literatura,Livro,Português,2018
174,9789897077166,Os Milagres de Miranda,"Parkinson, S.","Radford, K.","Ferreira, S.",Fábula,2018,infância; imaginação; amizade;,9-11 anos,Leitura fluente,Literatura,Livro,Português,2018
177,9789722535021,A Princesinha,"Burnett, F.",sem ilustração,"Costa, A.",Bertrand Editora,2018,infância; resiliência; valores.,9-11 anos;12-14 anos,Leitura fluente,Literatura,Livro,Português,2018
178,9789897077142,O Jardim Secreto,"Burnett, F.",sem ilustração,"Almeida, C.",Fábula,2018,infância; valores; amizade,9-11 anos;12-14 anos,Leitura fluente,Literatura,Livro,Português,2018
179,9789897076855,As Aventuras de Huckleberry Finn,"Twain, M.",sem ilustração,"Reis, J.",Fábula,2018,América; aventura; liberdade,9-11 anos;12-14 anos,Leitura fluente,Literatura,Livro,Português,2018
191,9789897224744,A Odisseia de Homero Adaptada para Jovens,"Lourenço, F.",sem ilustração,Não traduzido,Quetzal Editores,2018,cultura grega; aventura; história.,12-14 anos;15-18 anos,Leitura fluente,Literatura,Livro,Português,2018
200,978-972-0-72903-3,O poeta faz-se aos 10 anos,"Menéres, Maria Alberta","Viana, Gonçalo",---,Porto Editora,2017,poeta; poesia; testemunhos,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Literatura;Poesia,Livro-álbum,Português,2018
201,978-989-665-335-4,A revolução,"Morozek, Slawomir","Galo, Tiago","Machowska-Dias, Marta; Dias, José Carlos",Alfaguara,2017,Revolução; sátira; humor,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Literatura,Livro-álbum,Português,2018
202,978-989-665-229-6,A mala misteriosa do senhor Benjamim,"Chang, Pei-Yu","Chang, Pei-Yu","Gomes, Eurídice",Nuvem de Letras,2017,Walter Benjamim; filósofo; mala,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Biografia;Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
203,978-972-0-72908-8,O que é que aconteceu na Terra dos Procópios?,"Menéres, Maria Alberta","Madureira, Marta",---,Porto Editora,2017,Procópios; teatro; rimas,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
204,978-989-623-179-8,"Um, ninguém e cem mil","Pirandello, Luigi",Sem ilustração.,"Periquito, Margarida",Cavalo de Ferro,2017,"Identidade, Ironia, Delírio",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
205,978-989-671-405-5,Bilac vê estrelas,Ruy Castro,Sem ilustração.,Sem tradutor.,Tinta da China,2017,Humor; Fantasia; Sedução,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
206,978-972-27-2706-8,Rainha dos Ares: a águia-imperial-ibérica,"Almeida, Carla Maia de","Monteiro, Susa",---,Imprensa Nacional-Casa da Moeda,2018,Águia-Imperial-Ibérica; natureza,6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana;Leitura fluente,Ciência e Tecnologia;Literatura,Livro-álbum,Português,2018
207,978-989-665-329-3,Orlando e o Rinoceronte,"Coelho, Alexandra Lucas","Coelho, Alexandra Lucas",---,Alfaguara,2017,Orlando; rinoceronte; Ganda,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Literatura,Livro,Português,2018
209,978-989-665-157-2,O Elmer,"McKee, David","McKee, David","Marques, Bernardo",Nuvem de Letras,2017,Elmer; elefante; cores,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-álbum,Português,2018
210,972-989-722-345-7,Coração mais que perfeito,"Godinho, Sérgio","Rodrigues, Rui, capa",Sem tradutor.,Quetzal Editores,2017,Paixão; Perdas; Sexo,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
211,978-989-722-404-1,Babilónia,"Reza, Yasmina","Rodrigues, Rui, capa","Silva, Sandra",Quetzal Editores,2018,Casamento; Solidão; Desilusão,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
212,978-989-665-324-8,O Elmer e o Wilbur,"McKee, David","McKee, David","Aguiar, Sara",Nuvem de Letras,2018,Elmer; Wilbur; elefantes,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-álbum,Português,2018
213,978-989-665-325-5,O Elmer e o monstro,"McKee, David","McKee, David","Aguiar, Sara",Nuvem de Letras,2018,Elmer; monstro; amizade,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-álbum,Português,2018
214,978-989-665-160-2,Outra vez o Elmer,"McKee, David","McKee, David","Marques, Bernardo",Nuvem de Letras,2017,Elmer; elefante,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-álbum,Português,2018
215,978-989-665-159-6,O Elmer e o ursinho perdido,"McKee, David","McKee, David","Marques, Bernardo",Nuvem de Letras,2017,Elmer; ursinho; elefante,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-álbum,Português,2018
222,9789896444686,"O Mito da Singularidade
Devemos temer a inteligência artificial?","Ganasci, J.",n. a.,"Cardoso, A.",Temas e Debates,2018,Iminência; Singularidade; Finitude,15-18 anos;Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
229,978-989-741-810-5,Homens sem mulheres,"Murakami, Haruki",Sem ilustração.,"Lourenço, Maria João",Casa das Letras,2017,"Paixão; Amor; Solidão, Abandono",Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
234,9789722533577,As Memórias de Sherlock Holmes,"Doyle, A. C.",sem ilustração,"Machado, J.",Bertrand Editora,2017,policial; mistério.,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
236,9789722534086,O Regresso de Sherlock Holmes,"Doyle, A. C.",sem ilustração,"Junqueira, L.",Bertrand Editora,2017,policial; mistério.,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
237,9789899971561,As Mil e Uma Noites (1º volume),Anónimos,sem ilustração,"Maia, H.",E-Primatur,2017,maravilhoso; tradição oriental;,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
239,9789898775276,Submissão,"Houellebecq, Michel",n/d,Carlos Vieira da Silva,Alfaguara,2015,Religião; Islão; Civilização,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
240,9789898775276,Com O Mar Por Meio,"Saramago, José; Amado, Jorge",n/d,n/d,Companhia das Letras,2017,"Cartas, Amizade, Saramago, Amado",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Biografia;Literatura,Livro,Português,2018
241,9788416510702,Fade Out: Crepúsculo em Hollywood,"Brubaker, Ed","Phillips, Sean","Pinto, Cláudia",G Floy,2018,"Cinema, Jornalismo, crime",Maiores de 18 anos,Leitura fluente,Banda Desenhada;Cultura e Sociedade,Livro,Português,2018
243,9789896651947,Hotel Memória,"Tordo, João",n/d,n/d,Companhia das Letras,2018,"Memória, afetos, identidade",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
244,9789898688620,Cair Para Dentro,"Romão, Valério",n/d,n/d,Abysmo,2018,"demência, família, doença.",Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
245,9789722062053,Os Naufrágios de Camões,"Cláudio, Mário",n/d,n/d,D. Quixote,2017,"Lusíadas, Camões, Descobrimentos",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
246,9789897023897,Tenho Medo de Partir,"Pessoa, Fernando",n/d,n/d,Guerra & Paz,2018,"Pessoa, viagens, poemas",15-18 anos;Maiores de 18 anos,Leitura mediana,Poesia,Livro,Português,2018
247,9789896652722,E a Noite Roda,"Coelho, Alexandra Lucas",n/d,n/d,Companhia das Letras,2017,"Amor, Guerra, Jerusalém",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
248,9789896652685,A Boneca de Kokoschka,"Cruz, Afonso",n/d,n/d,Companhia das Letras,2018,"2ª Guerra Mundial, Dresden, Kokoschka",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
249,9789896653309,Enciclopédia da Estória Universal,"Cruz, Afonso",n/d,n/d,Alfaguara,2018,"Enciclopédia, imaginação, história",15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio;Literatura;Poesia,Livro,Português,2018
253,9789896444167,A Vida Secreta da Mente,"Sigman, M.",n. a.,"Cardoso, A.",Temas e Debates,2018,Mente; Identidade; Consciência,Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
254,9789896444792,"Traços Alterados
A ciência revela a forma como a meditação modifica a mente, o corpo e o cérebro","Goleman, D. Davidson, R.",n. a.,"Vidal, P.",Temas e Debates,2018,Mente; Meditação; Genoma,Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade,Livro,Português,2018
255,978-989-671-364-5,Mulheres viajantes,"Serrano, Sónia",Sem ilustração.,Sem tradutor.,Tinta da China,2017,Viagem; Aventura; Liberdade,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
256,978-989-623-138-5,Uma biblioteca da literatura universal: ensaios,"Hesse, Herman","Alegre, Luís, capa","Viseu, Virgílio Tenreiro",Cavalo de Ferro,2018,Livro; Leitura; Paixão; Magia,15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio;Literatura,Livro,Português,2018
257,978-989-722-368-6,O vendedor de passados,"Agualusa, José Eduardo","Rodrigues, Rui, capa",Sem tradutor.,Quetzal Editores,2017,Memória; Sonho; Identidade,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
258,978-989-722-396-9,A feira dos assombrados,"Agualusa, José Eduardo","Rodrigues, Rui, capa",Sem tradutor.,Quetzal Editores,2017,Medo; Mistério; Poder,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2018
