,ISBN,Título,Autor,Ilustrador,Tradutor,Data de edição,Editora,Idade02,Idade02.1,Nível de leitura01,Nível de leitura02,Temas01,Temas02,Temas03,Formato01,Formato02,Línguas01,Línguas02
1066,978-84-9871-046-5,Rita,"Chaundler, Rachel","Carvalho, Bernardo","Batalim, Dora",2008,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1067,978-84-9871-107-3,The three little pigs,"Méndez, Raquel","Bansch, Helga",,2009,OQO Books,6-8 anos,,Leitura inicial,,Literatura,,,,,Inglês,
1068,978-84-9871-110-3,O sonho do ursinho rosa,"Aliaga, Roberto","Bansch, Helga","Batalim, Dora",2008,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1069,978-84-9871-121-9,Rosemary dromedary,"Chaundler, Rachel","Carvalho, Bernardo",,2009,OQO Books,9-11 anos,,Leitura mediana,,Literatura,,,,,Inglês,
1070,978-84-9871-121-9,Rosemary dromedary,"Chaundler, Rachel ","Carvalho, Bernardo",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1071,978-84-9871-124-0,Que aguaceiro!,"Saiz, Raquel","Celija, Maja","Batalim, Dora",2009,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1072,978-84-9871-127-1,The three bears,"Nuñez, Marisa","Chiba, Minako",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1073,978-84-9871-130-1,Os sete cabritinhos,"Alonso, Tareixa, adapt.","Lima, Teresa","Batalim, Dora",2009,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1074,978-84-9871-134-9,Mr. Snail & Miss Snail,"Quintero, Armando ","Letria, André",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1075,978-84-9871-135-6,What a fright,"Quintero, Armando","Letria, André",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1076,978-84-9871-136-3,"Snail, Snail!","Quintero, Armando","Letria, André",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1077,978-84-9871-137-0,Snail and caterpillar,"Quintero, Armando ","Letria, André",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1078,978-84-9871-138-7,Snail and Ant,"Quintero, Armando","Letria, André",,2009,OQO Books,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,,,Inglês,
1079,978-84-9871-141-7,Who's stolen the moon?,"Catelli, Mario","Matoso, Madalena",,2009,OQO Books,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Inglês,
1080,978-84-9871-142-4,Quem roubou a lua?,"Catelli, Mario","Matoso, Madalena",,2009,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1081,978-84-9871-158-5,Quiquiriqui,"Núñez, Marisa","Bansch, Helga","Batalim, Dora",2009,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1082,978-84-9871-193-6,A grande viagem,"Castagnoli, Anna","Pacheco, Gabriel","Batalim, Dora",2010,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1083,978-84-9871-194-3,Simão mentiras,"Aliaga, Roberto","Mulazzani, Simona","Ramos, Elisabete",2010,OQO,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
1084,978-84-9871-196-7,O pote pinote,"Patacrúa, adapt.","Andres, Kristina","Ramos, Elisabete",2010,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1085,978-84-9871-197-4,Croco,"Aliaga, Roberto","Chiba, Minako","Batalim, Dora",2010,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1086,978-84-9871-198-1,O último canto,"Albo, Pablo","Díez, Miguel Ángel","Batalim, Dora",2010,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1087,978-84-9871-199-8,Pequerruchos,"Pavón, Mar","Carvalho, João Vaz de","Ramos, Elisabete",2010,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1088,978-84-9871-201-8,Ernesto Bom-Dia,"Campanari, José","Carvalho, João Vaz de","Ramos, Elisabete",2010,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1089,978-84-9871-202-5,A sopa queima,"Albo, Pablo","Letria, André","Ramos, Elisabete",2010,OQO,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
1090,978-84-9871-204-9,Felix o coleccionador de medos,"Casalderrey, Fina","Lima, Teresa","Batalim, Dora",2010,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1091,978-84-9871-258-2,A princesa que bocejava a toda hora,"Gil, Carmen","Odriozola, Elena","Batalim, Dora",2009,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1092,978-84-9871-290-2,O coraçao do alfaiate,"Arnal, Txabi","Varela, Cecília","Barroqueiro, Ângela",2011,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1093,978-84-9871-293-3,O umbigo de João,"Aragües, Ramón","Chessa, Francesca","Ramos, Elisabete",2011,OQO,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,Literatura,,Livro álbum,,Português,
1094,978-84-9871-295-7,De mãos vazias,"Tortosa, Ana","Varela, Cecilia","Ramos, Elisabete",2004,OQO,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
1095,978-84-9871-296-4,A ilha dos caranguejos-violinistas,"Queipo, Xavier","Cisneros, Jesús","Ramos, Elisabete",2011,OQO,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,Livro álbum,,Português,
1096,978-84-9871-298-8,Viste o leão?,"Quintero, Armando","Alibeu, Géraldine","Barroqueiro, Ângela",,OQO,6-8 anos,,Leitura inicial,Leitura fluente,,,,Livro álbum,,Português,
1097,978-84-9871-300-8,A casa da minha avó,"Bruno, Pep","Gubellini, Matteo","Barroqueiro, ângela",2011,OQO,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
1098,978-84-9871-301-5,Os mil brancos dos esquimós,"Martins, Isabel Minhós","Matoso, Madalena",,2011,OQO,6-8 anos,,Leitura inicial,Leitura fluente,,,,Livro álbum,,Português,
1099,978-84-9871-302-2,Oficina de corações,"Abad, Arturo ","Pacheco, Gabriel","Batalim, Dora",2011,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1100,978-84-9871-331-2,O comboio,"Santirosi, Silvia","Carrer, Chiara","Ramos, Elisabete",2012,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1101,978-84-9871-332-9,A caixa das recordações,"Castagnoli, Anna","Arsenault, Isabelle","Barroqueiro, ângela",2012,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1102,978-84-9871-335-0,A mãe do herói,"Mateos, Francisco Javier ; Malo, Roberto","Pourchet, Marjorie","Barroqueiro, Ângela",2012,OQO,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,Livro álbum,,Português,
1103,978-84-9871-338-1,As aventuras do ursinho,"Bansch, Helga","Bansch, Helga","Barroqueiro, Ângela",2011,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1104,978-84-9871-341-1,O galo traganozes : a partir do conto tradicional,"Mezquita, Roberto","Carvalho, Bernardo","Batalim, Dora",2012,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1105,978-84-9871-343-5,As luvas do Capuchinho,"Zamanillo, Inés Almagro","Mardones, Mikel","Ramos, Elisabete",2012,OQO,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
1106,978-84-9871-480-7,"Onde estás, Caracol?","Isern, Susanna","Salaberria, Leire","Barroqueiro, Ângela",2014,OQO,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
1107,978-84-9871-489-0,Hansel e Gretel,"Meroto, Tina, adapt. ","López de Munáin, Iratxe","Ramos, Elisabete",2014,OQO,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Artes,Literatura,,,,Português,
1108,978-8484647805,The beginning,"Carballeira, Paula ","Danowski, Sonja",,2012,Kalandraka,12-14 anos,,Leitura fluente,,Literatura,,,,,Inglês,
1109,978-85-209-1298-0,Ou isto ou aquilo,"Meireles, Cecília","Linhares, Thais",,2007,Nova Fronteira,6-8 anos,,Leitura inicial,,Poesia,,,,,Português,
1110,978-85-260-0891-9,A moça tecelã,"Colasanti, Marina","Dumont, Irmãs ; Vargas, Demóstenes",,2004,Global Editora,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
1111,978-94-6334-481-4,Coelho,,,,2017,YoYo Books,0-2 anos,,Pré-leitura,,Ciências e Tecnologia,,,Livro álbum,,Português,
1112,978-94-6334-482-1,Ovelha,,,,2017,YoYo Books,0-2 anos,,Pré-leitura,,Ciências e Tecnologia,,,Livro álbum,,Português,
1113,978-972-0-00003-3,O principezinho,"Saint-Exupéry, Antoine de (Aguarelas do autor) (Pref. Valter Hugo Mãe)",,"Guimarães, Alexandra",2017,Porto Editora,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
1114,978-972-0-01820-5,O colar,"Andresen, Sophia de Mello Breyner","Catarino, João",,2013,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1115,978-972-0-04032-9,Os meus amores,"Coelho, José Trindade",,,1997,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1116,978-972-0-04074-9,O diário azul,"Levine, James A.",,"Ramos, Cláudia",2010,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1117,978-972-0-04085-5,O passado que seremos,"Botelho, Inês",,,2010,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1118,978-972-0-04091-6,As rosas de Atacama,"Sepúlveda, Luis",,"Tamen, Pedro",2011,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1119,978-972-0-04092-3,História de uma gaivota e do gato que a ensinou a voar,"Sepúlveda, Luís","Wilharm, Sabine","Tamen, Pedro",2010,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1120,978-972-0-04092-3,História de uma gaivota e do gato que a ensinou a voar Edição com texto em Braille - 2 volumes,"Sepúlveda, Luís ; Borges, Fernanda, transc. Braille ; Tavares, José M., prod. relevos ; Henriques, Rosa Branca, rev.",,,,"Porto Editora ; conceção, produção, distribuição DGE - Ministério da Educação",12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1121,978-972-0-04098-5,Os dias da febre,"Marques, João Pedro",,,2010,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1122,978-972-0-04148-7,A breve e assombrosa vida de Oscar Wao,"Díaz, Junot",,"Cabral, Victor",2009,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1123,978-972-0-04166-1,A escrava de Córdova,"Santos, Alberto S. ; Alves, Adalberto, introd. ; Santos, José R. dos, pref.",,,2008,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1124,978-972-0-04174-6,Filho da guerra : a história de sobrevivência e triunfo de uma criança-soldado do Sudão,"Jal, Emmanuel ;Davies, Megan Lloyd",,"Ramos, Helena ; Ramos, Cláudia",2009,Qual Albatroz,maiores de 18 anos,,Leitura fluente,,Cultura e Sociedade,Literatura,,,,Português,
1125,978-972-0-04187-6,O velho que lia romances de amor,"Sepúlveda, Luís",,"Tamen, Pedro",2010,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1126,978-972-0-04212-5,Amor de perdição : memórias de uma família,"Castelo-Branco, Camilo ; Mota, Laurinda, transc. Braille ; Santos, António, rev.",,,,Porto Editora ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Ed. Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
1127,978-972-0-04252-1,Caçadores de tempestades,"Stewart, Paul ; Riddell, Chris",,"Silva, Miguel Marques",2007,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1128,978-972-0-04289-7,"Princesas, príncipes, fadas e piratas com problemas","Leonardo, Ana Cristina... [et al.] ; Sena-Lino, Pedro, coord. ; Pina, Manuel António, pref.","Wojciechowska, Danuta ; Costa, Estela Baptista ; Caiano, Rachel",,2009,Porto Editora,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
1129,978-972-0-04290-3,Matteo perdeu o emprego,"Tavares, Gonçalo M.",,,2010,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1130,978-972-0-04293-4,Contos de vampiros,"Tavares, Ana Paula... [et al.] ; Lino, Pedro Sena, coord.",,,2009,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1131,978-972-0-04301-6,O centenário que fugiu pela janela e desapareceu,"Jonasson, Jonas",,"Matos, Mário",2011,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1132,978-972-0-04340-5,A questão Finkler,"Jacobson, Howard",,"Marinho, Alcinda",2011,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1133,978-972-0-04343-6,O quarto de Jack,"Donoghue, Emma",,"Correia, Cristina",2011,Porto Editora,12-14 anos ,,Leitura fluente,,Literatura,,,,,Português,
1134,978-972-0-04357-3,O segundo livro da ignorância geral,"Lloyd, John ; Mitchinson, John",,"Azeredo, Rui",2011,Ideias de Ler,maiores de 18 anos,,Leitura fluente,,Cultura e Sociedade,Ciências & Tecnologia,,,,Português,
1135,978-972-0-04384-9,O caderno de Maya,"Allende, Isabel",,"Marinho, Alcinda",2015,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1136,978-972-0-04398-6,"Da Índia, com amor : a extraordinária e desconhecida aventura das mulheres portuguesas na carreira da Índia","Nery, Júlia",,,2012,Sextante Editora,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
1137,978-972-0-04400-6,Os Malaquias,"Del Fuego, Andréa, pseud.","Gozblau, Alex",,2012,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1138,978-972-0-04431-0,Os alferes,"Carvalho, Mário de",,,2013,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1139,978-972-0-04433-4,Um deus passeando pela brisa da tarde,"Carvalho, Mário de",,,2013,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1140,978-972-0-04436-5,Casos do Beco das Sardinheiras : (onde importa de sobremaneira não confundir género humano com Manuel Germano),"Carvalho, Mário de",,,2013,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1141,978-972-0-04445-7,A casa dos espíritos,"Allende, Isabel",,"Paixão, Cristina",2013,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1142,978-972-0-04445-7,A casa dos espíritos,"Allende, Isabel",,"Paixão, Cristina",2013,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1143,978-972-0-04480-8,História de um gato e de um rato que se tornaram amigos,"Sepúlveda, Luís","Galindro, Paulo","Pitta, Helena",2013,Porto Editora,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
1144,978-972-0-04487-7,Contos de Eva Luna,"Allende, Isabel",,"Paixão, Cristina",2013,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1145,978-972-0-04499-0,A sala magenta,"Carvalho, Mário de",,,2016,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1146,978-972-0-04529-4,Fragmento,"Fahy, Warren","Bader, Daren","Antunes, Fernando Dias",2010,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1147,978-972-0-04558-4,O tempo entre costuras,"Dueñas, María",,"Romão, Carlos",2013,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1148,978-972-0-04565-2,Contos naturais,"Fuentes, Carlos",,"Pitta, Maria Helena",2012,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1149,978-972-0-04612-3,A liberdade de pátio,"Carvalho, Mário de",,,2013,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1150,978-972-0-04625-3,A Primeira Guerra Mundial Com um apêndice sobre a participação portuguesa,"Keegan, John",,"Rolo, Maria Fernanda ; Dias, Ana Paula",2014,Porto Editora,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
1151,978-972-0-04625-3,A Primeira Guerra Mundial Com um apêndice sobre a participação portuguesa,"Keegan, John",,"Rolo, Maria Fernanda ; Dias, Ana Paula",2014,Porto Editora,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
1152,978-972-0-04632-1,História de um caracol que descobriu a importância da lentidão,"Sepúlveda, Luis ","Galindro, Paulo","Pitta, Helena",2014,Porto Editora,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
1153,978-972-0-04640-6,Contos vagabundos,"Carvalho, Mário de",,,2014,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1154,978-972-0-04646-8,As minhas aventuras na República Portuguesa : (revistas),"Cardoso, Miguel Esteves",,,2014,Porto Editora,12-14 anos,,Leitura fluente,,Cultura e Sociedade,Literatura,,,,Português,
1155,978-972-0-04647-5,Amores e saudades de um português arreliado,"Cardoso, Miguel Esteves",,,2014,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1156,978-972-0-04650-5,A viagem do elefante,"Saramago, José",,,2016,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1157,978-972-0-04665-9,As miniaturas,"Del Fuego, Andréa",,,2014,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1158,978-972-0-04667-3,As intermitências da morte,"Saramago, José",,,2014,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1159,978-972-0-04671-0,Memorial do convento,"Saramago, José",,,2014,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1160,978-972-0-04672-7,O bosque dos pigmeus,"Allende, Isabel",,"Pitta, Maria Helena",2014,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1161,978-972-0-04673-4,O reino do dragão de ouro,"Allende, Isabel",,"Pitta, Maria Helena",,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1162,978-972-0-04691-8,A avozinha gângster,"Walliams, David","Ross, Tony","Amaral, Rita",2016,Porto Editora,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
1163,978-972-0-04700-7,O paraíso são os outros,"mãe, valter hugo","Acelerado, Esgar",,2015,Porto Editora,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
1164,978-972-0-04706-9,Conversas com versos,"Menéres, Maria Alberta ; Melo e Castro, Geninha","Melo, Mariana",,2014,Porto Editora,6-8 anos,,Leitura inicial,,Poesia,,,Livro com CD e/ou DVD,,Português,
1165,978-972-0-04709-0,A viagem do elefante,"Amaral, João, adapt",,,2014,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,Banda Desenhada,,Português,
1166,978-972-0-04710-6,Poemas completos,"Helder, Herberto",,,2014,Porto Editora,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
1167,978-972-0-04720-5,Os passos em volta,"Helder, Herberto",,,2015,Porto Editora,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
1168,978-972-0-04734-2,O remorso de Baltazar Serapião,"Mãe, Valter Hugo ; Saramago, José, pref.",,,2015,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1169,978-972-0-04735-9,Doutora Tiradentes,"Walliams, David","Ross, Tony","Amaral, Rita",2015,Porto Editora,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
1170,978-972-0-04747-2,O nosso reino,"Mãe, Valter Hugo ; Gullar, Ferreira, pref.",,,2025,Porto Editora,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
1171,978-972-0-04770-0,A terrível tia Alberta,"Walliams, David","Ross, Tony","Amaral, Rita",2015,Porto Editora,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
1172,978-972-0-04818-9,História de um cão chamado Leal,"Sepúlveda, Luis","Galindro, Paulo","Pitta, Helena",2016,Porto Editora,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
1173,978-972-0-04829-5,O cão que comia a chuva,"Zimler, Richard","Pomar, Júlio",,2016,Porto Editora,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
1174,978-972-0-04833-2,A incrível fuga do meu avô,"Walliams, David ","Toss, Tony","Amaral, Rita",2016,Porto Editora,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
1175,978-972-0-04951-3,A morgadinha dos canaviais,"Dinis, Júlio",,,2009,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1176,978-972-0-04952-0,Contos,"Queirós, Eça de","Wojciechowska, Danuta",,2010,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1177,978-972-0-04954-4,A cidade e as serras,"Queirós, Eça de",,,2009,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1178,978-972-0-04955-1,A relíquia,"Queirós, Eça de",,,2009,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
1179,978-972-0-04956-8,Os Lusíadas,"Camões, Luís Vaz de",,,2009,Porto Editora,12-14 anos,,Leitura fluente,,Poesia,,,,,Português,
1180,978-972-0-04958-2,Falar verdade a mentir,"Garrett, Almeida",,,2010,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1181,978-972-0-04962-9,Viagens na minha terra,"Garrett, Almeida",,,2010,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1182,978-972-0-04968-1,O mandarim,"Queirós, Eça de",,,2010,Porto Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
1183,978-972-0-04972-8,A queda dum anjo : romance,"Castelo-Branco, Camilo",,,2010,Porto Editora,maiores de 18 anos,,Leitura fluente,,Literatura,,,Outros,,Português,
